ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SOURCE	PROTOSET	CONCEPTINSOURCE	UNCERTAINCOGNACY
465	Mabenaro	*hombro	ibatha	ibatha	i b a t h a		64		29	shoulder	
466	EseEjja	*hombro	e-baʔaxa	e-baʔaxa	e + b a ʔ a x a		64		29	hombro	
467	Huarayo	*hombro	e-baʔaha	e-baʔaha	e + b a ʔ a h a		64		29	hombro	
1476	ProtoTakana	*hondo,profundo	du-	du-	d u	cf- *nu3 and *nubi	181		140	hondo	
1477	Tacana	*hondo,profundo	e-du-me-su	e-du-me-su	e + d u + m e + s u		181		140	adentro	
1478	Tacana	*hondo,profundo	du-e-da	du-e-da	d u + e + d a		181		140	hondo	
1479	Tacana	*hondo,profundo	e-du-me-he	e-du-me-he	e + d u + m e + h e		181		140	por adentro	
1480	Tacana	*hondo,profundo	e-du-sete	e-du-sete	e + d u + s e t e		181		140	mitad	
1481	Tacana	*hondo,profundo	e-du-sete-su	e-du-sete-su	e + d u + s e t e + s u		181		140	en el medio	
1482	Tacana	*hondo,profundo	du-e-ba	du-e-ba	d u + e + b a		181	Armentia1887	140	medir la profundidad	
1483	Tacana	*hondo,profundo	du-e-da-su-nubi	du-e-da-su-nubi	d u + e + d a + s u + n u b i		181	Armentia1887	140	irse a lo profundo	
1484	Cavinena	*hondo,profundo	de-da	de-da	d e + d a		181		140	profundo,hondo	
1485	Cavinena	*hondo,profundo	de-da-ma-ke	de-da-ma-ke	d e + d a + m a + k e		181		140	pando,poco profundo	
1486	Cavinena	*hondo,profundo	de-daʔa	de-daʔa	d e + d a ʔ a		181	Armentia1887	140	fondear	
1487	Cavinena	*hondo,profundo	de-u	de-u	d e + u		181	Armentia1887	140	fondeo,hondura	
1488	Cavinena	*hondo,profundo	du-e-niti	du-e-niti	d u + e + n i t i		181		140	panza	
1489	EseEjja	*hondo,profundo	kea-do-e	kea-do-e	k e a + d o + e		181		140	hondo	
1490	EseEjja	*hondo,profundo	doo	doo	d o o		181		140	hongo	
1491	EseEjja	*hondo,profundo	do-do-ka-	do-do-ka-	d o + d o + k a		181		140	envolver	
1492	EseEjja	*hondo,profundo	do-ho-ka-	do-ho-ka-	d o + h o + k a		181		140	bajar (por el río)	
1493	EseEjja	*hondo,profundo	do-ho-ka-ki-	do-ho-ka-ki-	d o + h o + k a + k i		181		140	desbarrancar	
1494	EseEjja	*hondo,profundo	do-ho-mee-ka-	do-ho-mee-ka-	d o + h o + m e e + k a		181		140	enviar	
1495	EseEjja	*hondo,profundo	do-ho-tepe-ka-	do-ho-tepe-ka-	d o + h o + t e p e + k a		181		140	apartir	
1496	EseEjja	*hondo,profundo	do-ko-ka-	do-ko-ka-	d o + k o + k a	all from *du2?	181		140	tapar	
1497	Huarayo	*hondo,profundo	kia-doi,kia-done	kia-doi	k i a + d o i		181		140	hondo	
1498	Chama	*hondo,profundo	nóo	nóo	n ó/o o	cognate?	181		140	toadstoll	
3645	ProtoTakana	*hongo	siʔi	siʔi	s i ʔ i		401		390	hongo	
3646	Tacana	*hongo	si	si	s i		401		390	hongo	
3647	Cavinena	*hongo	hiʔi	hiʔi	h i ʔ i		401		390	hongo,orejo de palo	
3648	Huarayo	*hongo	he	he	h e		401		390	hongo comestible	
1762	ProtoTakana	*hormiga	ijuwi	ijuwi	i ʃ u w i	There is uncertainty regarding the protoform on the ID in the source	204		163	hormiga	
1763	Tacana	*hormiga	iřui	iřui	i ɽ u i	:iřuwi	204		163	hormiga	
1764	Reyesano	*hormiga	išobhi	išobhi	i ʃ o β i		204		163	ant	
1765	Cavinena	*hormiga	išowi	išowi	i ʃ o β i	loan?	204		163	hormiguero	
1766	EseEjja	*hormiga	bišo	bišo	b i ʃ o	cognate?	204		163	hormiga negra	
3364	ProtoTakana	*hormiga	puki	puki	p u k i		375		358	hormiga	
3365	Tacana	*hormiga	pui-sasai	pui-sasai	p u i + s a s a i		375		358	jorebaré (hormiga chica que pica fuerte)	
3366	Cavinena	*hormiga	poki	poki	p o k i		375		358	hormiga blanca (chica)	
3367	Cavinena	*hormiga	poki mari	poki_mari	p o k i + m a r i		375		358	casa de hormiga	
3368	Cavinena	*hormiga	poki nere	poki_nere	p o k i + n e r e		375		358	hormiga cazadora	
3369	Cavinena	*hormiga	poki pode	poki_pode	p o k i + p o d e		375		358	hormiga colorada	
3370	Cavinena	*hormiga	puki-kini	puki-kini	p u k i + k i n i		375	Armentia1887	358	hormiguero	
3371	EseEjja	*hormiga	poxi-haha	poxi-haha	p o x i + h a h a		375		358	clase de homirga	
3372	EseEjja	*hormiga	pohi-sewi	pohi-sewi	p o h i + s e w i		375		358	hormiga	
3779	ProtoTakana	*hormiga cazadora	tapi	tapi	t a p i		411		405	hormiga cazadora	
3780	Tacana	*hormiga cazadora	tapi-tapi	tapi-tapi	t a p i + t a p i		411		405	hormiga cazadora	
3781	Cavinena	*hormiga cazadora	tapi-tapi	tapi-tapi	t a p i + t a p i		411		405	hormiga cazadora	
2183	ProtoTakana	*hot	kwa-	kwa-	kʷ a		254		229	hot	
2184	Arasa	*hot	ekua-kua	ekua-kua	e k u a + k u a		254		229	hot	
2055	ProtoTakana	*hoy día,ahora	kea-	kea-	k e a		240		211	hoy día,ahora	
2056	Tacana	*hoy día,ahora	hia-we	hia-we	h i a + β e		240		211	hoy día,ahora	
2057	Tacana	*hoy día,ahora	hea	hea	h j a		240	Armentia1887	211	será	
2058	Tacana	*hoy día,ahora	hea-veve	hea-veve	h j a + β e β e		240	Armentia1887	211	ahora mismo	
2059	Maropa	*hoy día,ahora	xeáve	xeáve	x e á/a β e		240	Heath1883	211	today	
2060	Guariza	*hoy día,ahora	geabe	geabe	g e a b e		240		211	this day	
2061	EseEjja	*hoy día,ahora	xeya-wa	xeya-wa	x e j a + w a		240		211	ahora	
2062	EseEjja	*hoy día,ahora	xeya	xeya	x e j a		240		211	ahora	
2063	Huarayo	*hoy día,ahora	heya~heyawa	heya	h e j a		240		211	ahora	
2064	Huarayo	*hoy día,ahora	heya-wa-nei	heya-wa-nei	h e j a + w a + n e i		240		211	ahora mismo	
4395	ProtoTakana	*huaracachi (ave)	waraka	waraka	w a r a k a		474		465	huaracachi (ave)	
4396	Cavinena	*huaracachi (ave)	waraka	waraka	w a r a k a		474		465	huaracachi (ave)	
4397	EseEjja	*huaracachi (ave)	waʔaxa	waʔaxa	w a ʔ a x a		474		465	huaracachi	
1068	ProtoTakana	*hueso	c̣au	c̣au	ʈʂ a u		138		96	hueso	
1069	Tacana	*hueso	e-cau	e-cau	e + ʈʂ a u		138		96	hueso	
1070	Tacana	*hueso	e-cau-dubudu	e-cau-dubudu	e + ʈʂ a u + d u b u d u		138	Armentia1887	96	tuétano	
1071	Reyesano	*hueso	e-cao	e-cao	e + ts a o		138		96	bone	
1072	Cavinena	*hueso	e-cao	e-cao	e + ts a o		138		96	hueso,jipurí (nervio principal de la hoja de la palmera totai)	
1073	EseEjja	*hueso	e-sá	e-sá	e + s á/a		138		96	hueso	
1074	Huarayo	*hueso	e-sá	e-sá	e + s á/a		138		96	hueso	
1937	ProtoTakana	*huevo	ka-	ka-	k a		228		199	huevo	
1938	Tacana	*huevo	e-ha	e-ha	e + h a		228		199	huevo	
1939	Tacana	*huevo	ha-ha-ti-	ha-ha-ti-	h a + h a + t i		228		199	poner huevo	
1940	Tacana	*huevo	e-ha-ha-re	e-ha-ha-re	e + h a + h a + r e		228	Armentia1887	199	yemo de huevo	
1941	Tacana	*huevo	e-ha-pasa	e-ha-pasa	e + h a + p a s a		228	Armentia1887	199	clara de huevo	
1942	Tacana	*huevo	e-ha-cudua	e-ha-cudua	e + h a + ʈʂ u d u a		228	Armentia1887	199	testes	
1943	Maropa	*huevo	exa	exa	e x a		228	Heath1883	199	egg	
1944	Cavinena	*huevo	e-ka	e-ka	e + k a		228		199	huevo	
1945	Cavinena	*huevo	e-ka-paha	e-ka-paha	e + k a + p a h a		228		199	clara de huevo	
1946	EseEjja	*huevo	e-xa	e-xa	e + x a		228		199	huevo	
1947	EseEjja	*huevo	kwiao-xa	kwiao-xa	kʷ i a o + x a		228		199	huevo de peto	
1948	EseEjja	*huevo	xa-yo	xa-yo	x a + j o		228		199	poner huevo	
1949	Huarayo	*huevo	e-ha	e-ha	e + h a		228		199	huevo	
1950	Huarayo	*huevo	e-ha kia-óše	e-ha_kia-óše	e + h a + k i a + ó/o ʃ e		228		199	clara de huevo	
1951	Chama	*huevo	e-xá	e-xá	e + x á/a		228		199	egg	
4368	ProtoTakana	*humo	wani	wani	w a n i		471		461	humo	
4369	Tacana	*humo	wani-ba-ke	wani-ba-ke	w a n i + b a + k e		471		461	oler	
4370	Tacana	*humo	wani-da	wani-da	w a n i + d a		471		461	hediondo,mal odor	
4371	Sapibokona	*humo	guanipuime	guanipuime	g u a n i p u i m e		471		461	odoroso	
4372	Cavinena	*humo	wani-	wani-	w a n i		471		461	humo,nube	
4373	Cavinena	*humo	wani-da	wani-da	w a n i + d a		471		461	olor	
4374	Cavinena	*humo	wani-kwina-nasa	wani-kwina-nasa	w a n i + kʷ i n a + n a s a		471	Armentia1887	461	desahumar	
4375	Cavinena	*humo	wani-iru	wani-iru	w a n i + i r u		471	Armentia1887	461	humear	
4376	Cavinena	*humo	wani-hi-didi	wani-hi-didi	w a n i + h i + d i d i		471	Armentia1887	461	hollin	
4377	Cavinena	*humo	wani-sididia	wani-sididia	w a n i + s i d i d i a		471	Armentia1887	461	entiznar	
4378	Arasa	*humo	kihevene	kihevene	k i h e β e n e	cognate?	471		461	dirty	
3754	ProtoTakana	*hígado	takwa	takwa	t a kʷ a		410		403	hígado	
3755	Tacana	*hígado	e-takwa	e-takwa	e + t a kʷ a		410		403	hígado	
3756	Reyesano	*hígado	e-takwa	e-takwa	e + t a kʷ a		410		403	liver	
3757	Cavinena	*hígado	e-takwa	e-takwa	e + t a kʷ a	Is not clear if /e/ has a high pitch diacritic.	410		403	hígado	
3758	EseEjja	*hígado	e-kakwa	e-kakwa	e + k a kʷ a		410		403	hígado	
3759	Huarayo	*hígado	e-takwe	e-takwe	e + t a kʷ e		410		403	hígado	
3760	Arasa	*hígado	etákua	etákua	e t á/a k u a		410		403	liver	
2849	ProtoTakana	*húmedo,mojado	naka-	naka-	n a k a		331		305	húmedo,mojado	
2850	Reyesano	*húmedo,mojado	naha-me	naha-me	n a h a + m e		331		305	damp	
2851	Cavinena	*húmedo,mojado	naka-da	naka-da	n a k a + d a		331		305	húmedo,mojado	
2852	Cavinena	*húmedo,mojado	naka-naka	naka-naka	n a k a + n a k a		331		305	húmedo	
2853	Cavinena	*húmedo,mojado	naka-ta-	naka-ta-	n a k a + t a		331		305	mojar	
2854	EseEjja	*húmedo,mojado	kea-naha-xi	kea-naha-xi	k e a + n a h a + x i		331		305	húmedo	
2855	Chama	*húmedo,mojado	/nahá-kwi/	/nahá-kwi/	n a h á/a + kʷ i		331		305	wash	
3284	ProtoTakana	*iguana	pizuzu	pizuzu	p i z u z u		371		351	iguana	
3285	Tacana	*iguana	pidhudhu	pidhudhu	p i ð u ð u		371		351	iguana,pení	
3286	Cavinena	*iguana	pisoso	pisoso	p i s o s o		371		351	peni	
3287	Cavinena	*iguana	pisoso-bakwa	pisoso-bakwa	p i s o s o + b a kʷ a		371		351	clase de víbora	
2312	ProtoTakana	*imperative suffix	-kwe	-kwe	kʷ e		13		240	imperative suffix	
2313	Tacana	*imperative suffix	-ke	-ke	k e		13		240	imperative suffix	
2314	Guariza	*imperative suffix	-he	-he	h e	e.g., < tia-ge >	13		240	imperative suffix	
2315	Cavinena	*imperative suffix	-kwe	-kwe	kʷ e		13		240	imperative suffix	
2316	EseEjja	*imperative suffix	-kwe	-kwe	kʷ e		13		240	imperative suffix	
135	ProtoTakana	*interrogación	aʔi...	aʔi...	a ʔ i		56		3	interrogación	
136	Tacana	*interrogación	aikisa-kwana	aikisa-kwana	a i k i s a + kʷ a n a		56		3	cosas	
137	Tacana	*interrogación	aima	aima	a i m a		56	Armentia1887	3	no	
138	Tacana	*interrogación	aimawe	aimawe	a i m a β e		56		3	no,no hay	
139	Araona	*interrogación	aydeni-ñae	aydeni-ñae	a j d e n i + ɲ a e		56		3	avec qui?	
140	Cavinena	*interrogación	aiho	aiho	a i h o		56		3	donde	
141	Cavinena	*interrogación	aipo	aipo	a i p o		56		3	como se dice	
142	Cavinena	*interrogación	airike	airike	a i r i k e		56		3	qué es esto	
143	Cavinena	*interrogación	airiya	airiya	a i r i j a		56		3	qué es esto	
144	Cavinena	*interrogación	aitome	aitome	a i t o m e		56		3	qué es eso	
145	Cavinena	*interrogación	aitibu	aitibu	a i t i b u		56	Armentia1887	3	que	
146	Cavinena	*interrogación	aiha-ma	aiha-ma	a i h a + m a		56		3	no hay	
147	Cavinena	*interrogación	aiha-ma-taʔa	aiha-ma-taʔa	a i h a + m a + t a ʔ a		56		3	impossible	
148	Cavinena	*interrogación	aikiraaya	aikiraaya	a i k i r a a j a		56		3	así lo hace	
149	Cavinena	*interrogación	aikiraišo	aikiraišo	a i k i r a i ʃ o		56		3	para hacer	
150	Cavinena	*interrogación	aida	aida	a i d a		56	Armentia1887	3	abundancia	
151	Cavinena	*interrogación	aidahu	aidahu	a i d a h u		56	Armentia1887	3	abundar	
152	EseEjja	*interrogación	ačakwa	ačakwa	a tʃ a kʷ a	*aʔiza...?	56		3	a donde?	
153	EseEjja	*interrogación	ačaxa	ačaxa	a tʃ a x a		56		3	cómo?	
154	EseEjja	*interrogación	ačaxa akawi	ačaxa_akawi	a tʃ a x a + a k a w i		56		3	cómo se hace?	
155	EseEjja	*interrogación	ačaxa mia	ačaxa_mia	a tʃ a x a + m i a		56		3	cómo está Usted?	
156	EseEjja	*interrogación	aekwe	aekwe	a e kʷ e		56		3	dónde está?	
157	EseEjja	*interrogación	aʔeso	aʔeso	a ʔ e s o		56		3	espera!	
158	Huarayo	*interrogación	ačaha	ačaha	a tʃ a h a		56		3	cuánto(s)	
159	Huarayo	*interrogación	ačakwa	ačakwa	a tʃ a kʷ a		56		3	donde	
160	Huarayo	*interrogación	ahia	ahia	a h i a		56		3	que es esto?	
2158	ProtoTakana	*ir	kwa-	kwa-	kʷ a		254		227	ir	
2159	Tacana	*ir	kwa-beca-	kwa-beca-	kʷ a + b e ʈʂ a		254		227	volar	
2160	Tacana	*ir	e-kwa-yo	e-kwa-yo	e + kʷ a + j o		254	Armentia1887	227	me voy	
2161	Tacana	*ir	e-kwatabuyo	e-kwatabuyo	e + kʷ a t a b u j o		254	Armentia1887	227	se están yendo	
2162	Cavinena	*ir	kwa-	kwa-	kʷ a		254		227	ir	
2163	Cavinena	*ir	kwa-bo-	kwa-bo-	kʷ a + b o		254		227	tropezar	
2164	EseEjja	*ir	kwaʔa	kwaʔa	kʷ a ʔ a		254		227	vamos	
2165	EseEjja	*ir	kwa-ya-	kwa-ya-	kʷ a + j a		254		227	salir,nacer	
2166	EseEjja	*ir	xa-kwa-ya-	xa-kwa-ya-	x a + kʷ a + j a		254		227	poner huevo	
2167	EseEjja	*ir	ani-kwa	ani-kwa	a n i + kʷ a		254		227	de paseo	
2168	Huarayo	*ir	kwaʔa	kwaʔa	kʷ a ʔ a		254		227	vamos	
2169	Arasa	*ir	ekuahi-kuahi	ekuahi-kuahi	e k u a h i + k u a h i		254		227	run	
3341	ProtoTakana	*ir	pu+...	pu+...	p u		372		354	ir	
3342	Tacana	*ir	pu-barere	pu-barere	p u + b a r e r e		372	Armentia1887	354	rodear,dar vueltas	
3343	Tacana	*ir	puidha	puidha	p u i ð a		372	Armentia1887	354	digo,fué,ha sido	
3344	Tacana	*ir	pu-na	pu-na	p u + n a		372	Armentia1887	354	ir	
3345	Tacana	*ir	pu-kwasu	pu-kwasu	p u + kʷ a s u		372	Armentia1887	354	si fuera	
3346	Tacana	*ir	pu-da	pu-da	p u + d a		372	Armentia1887	354	pronto	
3347	Tacana	*ir	pu-pe	pu-pe	p u + p e		372	Armentia1887	354	acabar	
3348	Tacana	*ir	pu-rihi	pu-rihi	p u + r i h i		372	Armentia1887	354	dejar de ver ó hacer,etc	
4641	ProtoTakana	*isla	zapupu	zapupu	z a p u p u		498		492	isla	
4642	Tacana	*isla	e-dhapupu	e-dhapupu	e + ð a p u p u		498		492	isla	
4643	Reyesano	*isla	sapopo	sapopo	s a p o p o		498		492	island	
4644	Maropa	*isla	ischápupu	ischápupu	i s ts h á/a p u p u		498	Armentia1887	492	island	
3841	ProtoTakana	*jacuú	temi-	temi-	t e m i		422		415	jacuú	
3842	Tacana	*jacuú	temi-ke	temi-ke	t e m i + k e		422		415	come con jacuú	
3843	Tacana	*jacuú	e-temi-hi	e-temi-hi	e + t e m i + h i		422		415	jacuú (plátanos, yuca)	
3844	Cavinena	*jacuú	e-temi-ki	e-temi-ki	e + t e m i + k i		422		415	jacuhú,pan,yuca	
1815	ProtoTakana	*japutamu	in(i)akwa	inakwa	i n a kʷ a		206		167	japutamu	
1816	Tacana	*japutamu	inakwa	inakwa	i n a kʷ a		206		167	japutamu	
1817	Cavinena	*japutamu	iñakwa	iñakwa	i ɲ a kʷ a		206		167	japutamu (insecto)	
641	ProtoTakana	*jausi,lagartija	banakwa	banakwa	b a n a kʷ a	see also *bakwa1	81		47	jausi,lagartija	
642	Tacana	*jausi,lagartija	banakwa	banakwa	b a n a kʷ a		81		47	jausi,lagartija	
643	Cavinena	*jausi,lagartija	banakwa	banakwa	b a n a kʷ a		81		47	jausi	
644	Cavinena	*jausi,lagartija	banakwa-pa	banakwa-pa	b a n a kʷ a + p a		81		47	peni (clase de lagarto)	
645	EseEjja	*jausi,lagartija	ša-banakwa	ša-banakwa	ʃ a + b a n a kʷ a		81		47	jausi	
646	Huarayo	*jausi,lagartija	ša-banakwa	ša-banakwa	ʃ a + b a n a kʷ a		81		47	lagartija	
2275	ProtoTakana	*jefe,juez	kwari	kwari	kʷ a r i		258		235	jefe,juez	
2276	Tacana	*jefe,juez	e-kwai	e-kwai	e + kʷ a i	Concept 'señor' taken from Armentia	258		235	jefe,señor	
2277	Cavinena	*jefe,juez	e-kwari	e-kwari	e + kʷ a r i		258		235	juez	
2475	ProtoTakana	*jochi colorado	mada	mada	m a d a		282		260	jochi colorado	
2476	Tacana	*jochi colorado	mada	mada	m a d a		282		260	jochi colorado	
2477	Cavinena	*jochi colorado	mada	mada	m a d a		282		260	jochi colorado	
594	ProtoTakana	*jochi pintado	bakasume	bakasume	b a k a s u m e		75		42	jochi pintado	
595	Tacana	*jochi pintado	basume	basume	b a s u m e		75		42	jochi pintado	
596	Cavinena	*jochi pintado	bakahome	bakahome	b a k a h o m e		75		42	jochi pintado (aguti)	
3439	ProtoTakana	*juntar,amontonar,acarrear	řada	řada	ɽ a d a		513		365	juntar,amontonar,acarrear	
3440	Tacana	*juntar,amontonar,acarrear	e-rada-i	e-rada-i	e + r a d a + i		513		365	división de casa,ropa interior de mujer	
3441	Tacana	*juntar,amontonar,acarrear	e-rada-i-su	e-rada-i-su	e + r a d a + i + s u		513	Armentia1887	365	en la dormita,en el interior	
3442	Tacana	*juntar,amontonar,acarrear	rada aida	rada_aida	r a d a + a i d a		513	Armentia1887	365	abultado	
3443	Tacana	*juntar,amontonar,acarrear	rada iča	rada_iča	r a d a + i tʃ a		513	Armentia1887	365	amontonar	
3444	Tacana	*juntar,amontonar,acarrear	rada-neti	rada-neti	r a d a + n e t i		513	Armentia1887	365	monton	
3445	Tacana	*juntar,amontonar,acarrear	rada-tahi	rada-tahi	r a d a + t a h i		513	Armentia1887	365	es preciso amontonar	
3446	Tacana	*juntar,amontonar,acarrear	e-rada-ni	e-rada-ni	e + r a d a + n i		513	Armentia1887	365	monton	
3447	Cavinena	*juntar,amontonar,acarrear	rada-	rada-	r a d a		513		365	juntar,amontonar,acarrear	
3448	Cavinena	*juntar,amontonar,acarrear	e-rada	e-rada	e + r a d a		513	Armentia1887	365	ramillete,junta	
3449	Cavinena	*juntar,amontonar,acarrear	e-rada-ki	e-rada-ki	e + r a d a + k i		513	Armentia1887	365	balumba	
3724	ProtoTakana	*juntos,ambos	tac̣e	tac̣e	t a ʈʂ e		406		399	juntos,ambos	
3725	Tacana	*juntos,ambos	tace	tace	t a ʈʂ e		406	Armentia1887	399	juntos	
3726	Tacana	*juntos,ambos	taku	taku	t a k u		406	Armentia1887	399	entre	
3727	Cavinena	*juntos,ambos	tace	tace	t a ts e		406		399	ambos,ellos dos	
3728	Cavinena	*juntos,ambos	tace ekace	tace_ekace	t a ts e + e k a ts e		406	Armentia1887	399	detrambos	
2598	ProtoTakana	*lagarto,caiman	matusa	matusa	m a t u s a		301		279	lagarto,caiman	
2599	Tacana	*lagarto,caiman	matusa	matusa	m a t u s a		301		279	lagarto	
2600	Cavinena	*lagarto,caiman	matoha	matoha	m a t o h a		301		279	caiman	
2601	Cavinena	*lagarto,caiman	matoha hae	matoha_hae	m a t o h a + h a e		301		279	tachacá (pez)	
419	ProtoTakana	*lago	bai	bai	b a i	*ba2+i?	72		28	lago	
420	Tacana	*lago	bai	bai	b a i		72		28	lago	
421	Tacana	*lago	bai-pača	bai-pača	b a i + p a tʃ a		72	Armentia1887	28	poza	
422	Reyesano	*lago	mbai	mbai	m b a i		72		28	lake	
423	Maropa	*lago	bai	bai	b a i		72	Heath1883	28	lake	
424	Cavinena	*lago	bei	bei	b e i		72		28	lago	
425	EseEjja	*lago	bai	bai	b a i		72		28	lago	
426	Huarayo	*lago	bai	bai	b a i		72		28	lago	
1189	ProtoTakana	*lamer	c̣eu	c̣eu	ʈʂ e u		148		106	lamer	
1190	Tacana	*lamer	ceu-	ceu-	ʈʂ e u		148		106	lamer	
1191	Tacana	*lamer	ceu-ba	ceu-ba	ʈʂ e u + b a		148	Armentia1887	106	probar	
1192	Tacana	*lamer	e-ceu-nu	e-ceu-nu	e + ʈʂ e u + n u		148	Armentia1887	106	palador	
1193	Cavinena	*lamer	ceo-	ceo-	ts e o	Concept 'gustar' taken from Armentia	148		106	jadear,lamer,gustar	
1194	Cavinena	*lamer	ceu-ma	ceu-ma	ts e u + m a		148	Armentia1887	106	disgusto	
1195	EseEjja	*lamer	kwea-seyo-	kwea-seyo-	kʷ e a + s e j o		148		106	planchar	
1196	EseEjja	*lamer	sio-ka-	sio-ka-	s i o + k a		148		106	lamer	
508	ProtoTakana	*largo	baru	baru	b a r u		84		31	largo	
509	Tacana	*largo	bau-da	bau-da	b a u + d a		84		31	largo	
510	Tacana	*largo	bau-na-	bau-na-	b a u + n a		84		31	crecer	
511	Reyesano	*largo	mbao-me	mbao-me	m b a o + m e		84		31	tall	
512	Cavinena	*largo	baro-da	baro-da	b a r o + d a		84		31	alto,largo	
513	Cavinena	*largo	baro-da-ma	baro-da-ma	b a r o + d a + m a		84		31	corto,juatoco	
514	Cavinena	*largo	baru	baru	b a r u		84	Armentia1887	31	estatura	
515	Cavinena	*largo	e-baro-kwe	e-baro-kwe	e + b a r o + kʷ e		84		31	cielo,arriba	
235	ProtoTakana	*lengua	ana	ana	a n a		37		12	lengua	
236	Cavinena	*lengua	y-ana	y-ana	j + a n a		37		12	lengua	
237	Cavinena	*lengua	ana mada-da	ana_mada-da	a n a + m a d a + d a		37		12	lengua mala	
238	Reyesano	*lengua	y-ana	y-ana	j + a n a		37		12	tongue	
239	Maropa	*lengua	éana	éana	é/e a n a		37	Heath1883	12	tongue	
240	Sapibokona	*lengua	eana	eana	e a n a		37		12	lingua	
241	Cavinena	*lengua	y-ana	y-ana	j + a n a		37		12	lengua,ley,orden,costumbre,idioma	
242	Cavinena	*lengua	y-ana-a-	y-ana-a-	j + a n a + a		37		12	obedecer,complir,hacer caso	
243	Cavinena	*lengua	y-ana-baka	y-ana-baka	j + a n a + b a k a		37		12	palador	
244	Cavinena	*lengua	ana-ma	ana-ma	a n a + m a		37		12	zonzo,opa,mudo	
245	Cavinena	*lengua	y-ana-kana	y-ana-kana	j + a n a + k a n a		37		12	mentira,falso,de balde	
246	Cavinena	*lengua	y-ana-kana-tia-ya-	y-ana-kana-tia-ya-	j + a n a + k a n a + t i a + j a		37		12	regalar	
247	Cavinena	*lengua	y-ana-wito	y-ana-wito	j + a n a + β i t o		37		12	punto de lengua	
248	Cavinena	*lengua	y-ana-tobo	y-ana-tobo	j + a n a + t o b o		37		12	lengua chuta	
249	EseEjja	*lengua	eyana	eyana	e j a n a		37		12	tongue	
250	Huarayo	*lengua	y-ana~e-ana	y-ana	j + a n a		37		12	lengua	
251	Tiatinahua	*lengua	yana	yana	j a n a		37	Fast	12	tongue	
252	Arasa	*lengua	eána	eána	e á/a n a		37	Nordenskiöld1905	12	Zunge	
2195	ProtoTakana	*leña	kwati	kwati	kʷ a t i		260		229	leña	
2196	Tacana	*leña	kwati	kwati	kʷ a t i		260		229	leña	
2197	Tacana	*leña	kwati-dare-da	kwati-dare-da	kʷ a t i + d a r e + d a		260		229	fuego,tizón,brasa	
2198	Tacana	*leña	kwati-wasa	kwati-wasa	kʷ a t i + w a s a		260		229	abeja leña (su picada es como fuego)	
2199	Tacana	*leña	kwati dareʔake	kwati_dareʔake	kʷ a t i + d a r e ʔ a k e		260	Armentia1887	229	haz arder el fuego	
2200	Tacana	*leña	kwati e-tua	kwati_e-tua	kʷ a t i + e + t u a		260		229	fogata	
2201	Tacana	*leña	kwati time-ke	kwati_time-ke	kʷ a t i + t i m e + k e		260		229	atiza el fuego	
2202	Tacana	*leña	kwati turu-ke	kwati_turu-ke	kʷ a t i + t u r u + k e		260		229	enciende el fuego	
2203	Tacana	*leña	kwati-su	kwati-su	kʷ a t i + s u		260		229	en el fuego	
2204	Reyesano	*leña	kwati	kwati	kʷ a t i		260		229	firewood	
2205	Maropa	*leña	cuati	cuati	ts u a t i		260	Cardús1886	229	fire	
2206	Maropa	*leña	cuhuóti	cuhuóti	ts u h u ó/o t i		260	Nordenskiöld1905	229	fire	
2207	Maropa	*leña	kuáti	kuáti	k u á/a t i		260	Heath1883	229	fire	
2208	Sapibokona	*leña	cuáti	cuáti	ts u á/a t i		260		229	fuoco	
2209	Araona	*leña	cuati ibueda	cuati_ibueda	ts u a t i + i b u e d a		260		229	fuego	
2210	Araona	*leña	cuatimanu	cuatimanu	ts u a t i m a n u		260		229	leña	
2211	Mabenaro	*leña	kwathi	kwathi	kʷ a t h i		260		229	fire	
2212	Mabenaro	*leña	kwathithi	kwathithi	kʷ a t h i t h i		260		229	wood	
2213	Cavinena	*leña	kwati	kwati	kʷ a t i		260		229	leña	
2214	EseEjja	*leña	kwaki	kwaki	kʷ a k i		260		229	fuego,leña	
2215	EseEjja	*leña	kwaki-kóxaša	kwaki-kóxaša	kʷ a k i + k ó/o x a ʃ a		260		229	brasas	
2216	EseEjja	*leña	kwaki-maxo	kwaki-maxo	kʷ a k i + m a x o		260		229	ceniza	
2217	EseEjja	*leña	kwaki-pexe	kwaki-pexe	kʷ a k i + p e x e		260		229	venteador	
2218	EseEjja	*leña	kwaki-powi	kwaki-powi	kʷ a k i + p o w i		260		229	ceniza	
2219	Huarayo	*leña	kwati	kwati	kʷ a t i		260		229	fuego,tizón,leña	
2220	Huarayo	*leña	kwati-poi	kwati-poi	kʷ a t i + p o i		260		229	ceniza	
2221	Chama	*leña	kwáki	kwáki	kʷ á/a k i		260		229	kindling wood	
2222	Arasa	*leña	kuáti	kuáti	k u á/a t i		260		229	fire	
2223	Arasa	*leña	kuato	kuato	k u a t o		260	Créqui1922	229	bois (chonta) de la flèche	
3254	ProtoTakana	*ligoso	pidi	pidi	p i d i		367		347	ligoso	
3255	Tacana	*ligoso	pidi-da	pidi-da	p i d i + d a		367	Armentia1887	347	ligoso,hablando de cosas de comer	
